gif_url;gif_caption;model_caption
https://38.media.tumblr.com/6483c631effcc53025204ae6b66ffd3e/tumblr_noyw22UY4p1qax7m1o1_400.gif;a man with glasses are staring at something.; a man in a suit and tie and glasses is a man in a suit
https://38.media.tumblr.com/64a238fc39c8ee1d313e40ffa48cda10/tumblr_npwndlNfA31unrb56o1_400.gif;a car drives through a puddle and drenches people at a bus stop.; a bus driver is seen trying to stop a bus from sliding into a ditch
https://38.media.tumblr.com/832c81c5fd750a6e2ad47d6f99d5c32c/tumblr_nonrseS1vL1sjsqcyo1_500.gif;a woman is smoking while another woman is touching the hair of the woman who is smoking.; the best friends are the best friends in the world, a group of girls
https://38.media.tumblr.com/813707bd10cda80f211f178dd254f234/tumblr_nlbv8s8oKn1rkvwppo1_500.gif;a person makes a figure with his hand in a mirror;the heart is a window to the soul, a window to the past,
https://38.media.tumblr.com/81fb51d8e89a8af3bc0cd8396711281d/tumblr_nl2atgmJOt1tam15wo1_500.gif;the girl with the glasses and jacket is jumping; in a dress with a beautiful girl in a dress with a crown on her
https://38.media.tumblr.com/80f4f7bcf1ccf55b56a790f358da0a5f/tumblr_nkymseZ2UC1u4gszco1_400.gif;a man is sitting on a sofa beside three others and is throwing a drumstick on the floor.;the band members of the band in the studio with the band in the video
https://38.media.tumblr.com/81ee9eb0f2fe73e68153c8aa0e9e0c61/tumblr_n0aovd6keZ1sgtd4uo1_500.gif;a man with microphone falls back into crowd.; the lead singer of the band performing on stage at the festival.
https://38.media.tumblr.com/81c408ac0a101d90c548284655f22c41/tumblr_notdrxYMLZ1uwsm9to1_400.gif;a man riding on some drum and beating it and singing.; the music video for the song by artist on the album love is a lie
https://38.media.tumblr.com/8178f0c2ddf9d898b697e1f9738b3ec2/tumblr_npuokpnu8f1szd8auo1_400.gif;a man with is shaking his hands up and down.;s video shows a man dancing to the music of the same name in a
https://38.media.tumblr.com/8280fface19efac034d699ce72d8cbfe/tumblr_nq3arkKkE41utbf1ao1_500.gif;a girl who has a pink hat and clothes are smiling.; a little girl in a cute little girl in a cute little outfit.
https://38.media.tumblr.com/813610370f0da5aff754a73d3cf4d973/tumblr_nq0ki6PRbw1tqvovno1_400.gif;two feet with painted nails is wearing high-heeled sandals.;the shoes of a man's feet are illuminated by the light of a
https://38.media.tumblr.com/819a74539497ae1899be30977054ea8e/tumblr_np541orFHz1uwafnqo1_400.gif;a man are doing acrobatic stunts on the wing of a plane.; a man jumps off a plane and lands on a parachute.
https://38.media.tumblr.com/81976ab164f44c6d4a5df1e567a7a41f/tumblr_npx4q3yGPC1thfk1ho1_250.gif;a man in a suit is talking on a cell phone.; the actor in a suit and tie and a tie in the tv series.
https://38.media.tumblr.com/a8202ac881bda3a893dc06329d797230/tumblr_nqc68gfjSw1uxae7wo1_400.gif;a girl are taking the laundry down on a windy day.; the ghost of a man in a white sheet in a haunted house in the
https://38.media.tumblr.com/a750d8b2acaa32e6112665a939e886c2/tumblr_nqjagbJPI91sygccjo1_540.gif;two boys are walking, the one in the front licks his finger.;the singer is seen in the video with a black jacket and a white shirt
https://38.media.tumblr.com/a75f5635241378daa25adf26b6badf05/tumblr_nq90j9QffG1ux81poo1_500.gif;a woman is smoothing her hair, and does various poses.; the most beautiful girl in the world - a portrait of a girl with a
https://38.media.tumblr.com/a6a2f2c7bb44565ddd093676807ac8d9/tumblr_no5j5oD1q21ri61l0o1_400.gif;a skateboarder doing a trick inside a drained pool; a skateboarder gets a skateboarder to the face with a huge
https://38.media.tumblr.com/a73a6a3c2667bb7a0bbbe9854c4f5d86/tumblr_ni2l89yZ7r1u4o6i5o1_500.gif;a boy and a girl are walking down hand in hand.; the couple's hands are holding hands in the rain.
https://38.media.tumblr.com/a72891929bfbf6683c4b6f81b6bd4b3c/tumblr_mvuy2hVOOD1rngmtco1_500.gif;a lot of pines are crossing along a side of a road.; a forest in the forest in the mountains.
https://38.media.tumblr.com/a7fe1e1d1525d13775042c4f4d480f6a/tumblr_npybchwzUr1ri61l0o1_400.gif;a skateboarder jumps onto and off a stone platform.; a skateboarder in the city skateboarder is a pro skater
https://38.media.tumblr.com/a53426f2be652304a6cf1857c7dca052/tumblr_np5aw09Aa31shzpsuo1_500.gif;a girl in black dress is walking in slow motion.; a model in a black dress with a black dress and a black tux
https://38.media.tumblr.com/a4f761492781f2985c9b470f3764ee87/tumblr_mppeopxznZ1rku4s3o1_500.gif;an asian man is talking in front of a microphone.; a photo of a photo of a person in a room with a computer and
https://38.media.tumblr.com/a5f27adf06dac45af78b4976707a2f55/tumblr_mrmmwo38f01qc03ipo1_250.gif;a guy makes a funny face and raises his eyebrows while putting on sunglasses; i a man with a look of shock on his face as he watches tv
https://38.media.tumblr.com/a54f528e0dc20af6982a459d788cd477/tumblr_not9zcAaHu1uvzbfuo1_400.gif;a guy are talking and touching his hair.; i's face when he's just so cute.
https://38.media.tumblr.com/a614a76688228eb82c5879850d8fffe5/tumblr_nohs96BXF91u9mqd6o1_400.gif;a red dinosaur costume tripped on the gym floor.;the mascot is a bear in a red and white costume with a red and
https://38.media.tumblr.com/a529f7267f796ebd64a579a303194858/tumblr_nq77k6nh6H1tn6vtbo1_500.gif;a boy are running and jumping over a ball.; a man in a red hoodie is seen running away from a man with
https://38.media.tumblr.com/a5ae5a1270a7246170b15e86a8723348/tumblr_nppe4itAAr1sz4xdoo1_500.gif;a man with a black hat is walking in the rain and he looks angry.;a man in a black and white film directed by director.
https://38.media.tumblr.com/a52888989b59a45aba7ba81e2c22bb9c/tumblr_npx2d96ZLV1uuyoqfo1_500.gif;a girl is doing hanging push ups in a gym.; a black and white shot of a woman doing a backbend in a
https://38.media.tumblr.com/a5bbe3fbabae73d54d80364c2dc845f6/tumblr_npm622Izam1rx8qjfo1_400.gif;a young white boy in white shirt is brushing his hair; the most attractive man in the world is a little bit of a nerd.
https://38.media.tumblr.com/a56359972856860dae178804cf85e363/tumblr_no22jv00hd1th31wno2_400.gif;a man stares blankly while another man moves in double exposure.; a man in a man with a beard and a beard is a man with
https://38.media.tumblr.com/a545ea6bd45afcf422e28070ff26db59/tumblr_nnxz08i1sa1uoynh5o1_500.gif;a man dives from a cliff into the sea; the best dive of my life! [RET]  underwater footage of a diver jumping off
https://38.media.tumblr.com/a6418c7e149962c6330c425866a22a44/tumblr_mpehmq9Xmk1s6our6o1_500.gif;a man is speaking with someone and smiling.;person, the actor who played the character in the tv series, person,
https://38.media.tumblr.com/b1fdd23b1bb5f47b597b1b4ebb15b137/tumblr_nqaoo8yMNY1uxae7wo1_500.gif;a dark figure is appearing and disappearing on some kind of visual recording.; the hallway in the haunted house in the dark.
https://38.media.tumblr.com/b2ce5f54a11e8aec0c32a4cbb691ebd0/tumblr_no3inlKHGv1smv1p3o1_400.gif;a man are holding a sparkly ornament on his arm.; the rapper's hands are covered in gold chains and rings.
https://38.media.tumblr.com/b1bcf68a98567753a9ddfe5b20600d9a/tumblr_npbyvpJ3V31us4t6to1_500.gif;a woman is eating while looking angry.; girl in a girl with a beautiful smile and a beautiful smile.
https://38.media.tumblr.com/b312c5dc018fde65132e221003c9b842/tumblr_npjdz5Rgcs1u8gd00o1_500.gif;a performer slides his hand up his thigh at a concert while gritting his teeth.;he's got a lot of tattoos on his arms and legs.
https://38.media.tumblr.com/b324f389754052c872ba05970687e144/tumblr_nprx63hci41tlpnk6o1_400.gif;the boy in the brown shirt is jumping behind; a man falls down a flight of stairs and lands on his face.
https://38.media.tumblr.com/b27e943b5267ca7b4323907f02fcb747/tumblr_mkn76n09cL1ryp9xpo1_500.gif;man is raising his head looking straight ahead.;i love this guy.
https://38.media.tumblr.com/b25ee6fcdac2374b4c43e9ce4e182894/tumblr_nok8y9MLT31rhpks2o1_400.gif;a woman is wearing a white hooded jacket and singing in a snow flurry; : the video for pop artist's song is a visual representation of the
https://38.media.tumblr.com/b2e13d4a922d13fa85f43534e805527f/tumblr_nqdvrm7GWA1uv0y2ro1_250.gif;a brown and white dog jumps up and down while waiting for food; a dog that loves to eat the food off the floor.
https://38.media.tumblr.com/b393636ae6bebf36c16ecb5f2edad529/tumblr_nqm7awU7le1s24u17o1_400.gif;a man in a black hat and flannel shirt dances by spinning around with his arms outstretched.;s best known for his performance in the music video for his song, and
https://38.media.tumblr.com/b33c952a92d43aa453504c1224e2a4cd/tumblr_nqg45uhhWb1sawo9uo1_500.gif;a sad woman in a veil bows her head on a cloudy and windy day.; a dark and gloomy scene with a woman in a white dress and a crown
https://38.media.tumblr.com/b28c1fb0e83d5412b13c4bae843a8c32/tumblr_npirbiumEa1u8gd00o1_250.gif;a man and a boy with microphones move across a stage.;he was a little bit of a rock star in the background of the video
https://38.media.tumblr.com/b382fe09e7fc7a5bea58e1d55a57604b/tumblr_nq3aq9bccT1uv0y2ro1_250.gif;a hand reaches out to feed a chinchilla and it snatches the food and retreats into a hole.; a baby animal is seen in a cage at the zoo, which is home
https://38.media.tumblr.com/b3f0ecf4f35104a58540895fb10110aa/tumblr_nq0d5lzqtA1uw1s13o1_400.gif;a woman pulls her hair back into a pony tail; person in the film - the most beautiful woman in the world - in the
https://38.media.tumblr.com/b34dfe94eba2677c09f8107cd822db3b/tumblr_npswzuXNTP1tk15f6o1_400.gif;a girl in a white dress is walking in the snow; a man in a black and white film in the snow.
https://38.media.tumblr.com/b3256b0d2904747da75bd7cdf8db0736/tumblr_np387iDhn91sbfmpio1_500.gif;a man with a microphone and hat runs forwards.;hip hop artist performs on stage during a concert.
https://38.media.tumblr.com/7ccffd805178e088d64609dee5f5a341/tumblr_nptde5xU591uy9f1io1_250.gif;it is a boy and girl singing during a concert.; pop artist and pop artist perform onstage at the pop artist tour in concert.
https://38.media.tumblr.com/7bf8d434fb6b7be78eafa716df327709/tumblr_no0sq6QbP81tyshtmo1_400.gif;the man on myth busters does a dance by a target.; the best way to get the perfect shot with a dart.
https://38.media.tumblr.com/7cf91f55be26ad58d38a8cba3a316f83/tumblr_nqjzda6yEs1ur30hlo1_500.gif;a bear climbs the ladder of a swimming pool and jumps into it;s most popular dog in the world is back in the water after a fall
https://38.media.tumblr.com/7c3df18aec6fd6f2a4521572265638da/tumblr_nm197b1rfh1texb9lo1_500.gif;a beautiful girl with a red lipstick is looking; the most beautiful woman in the world.
https://38.media.tumblr.com/7cdb51d1fffbc0fb0d6a2a68dfcfa3a7/tumblr_np2bx1tBWe1tyuxflo1_400.gif;oscar the grouch swipes his meal off the counter; a character from the cartoon series - the blue - haired character from the
https://38.media.tumblr.com/7c3b37e8b79918eddb6fefb01d814bfe/tumblr_nmwkmcsEvf1tyncywo1_500.gif;two little kittens are fighting each other and mother cat is taking in charge; the cat is not amused by the kitten's attempt to play with the
https://38.media.tumblr.com/7b89b4116c21aaebf413b3d8457cc17e/tumblr_nh6x9lXVyt1r0rwbvo1_500.gif;a man wearing a gray shirt is looking straight ahead.;person is a man with a face that is so beautiful that it makes you
https://38.media.tumblr.com/7cf9c27fd5f293852ff2b4a212db6c29/tumblr_nqgs7duD1c1uyeicyo1_500.gif;a little girl is dancing to a man that is looking at her.; the ghost of a man in a black suit with a top hat and a
https://38.media.tumblr.com/7bb7480666d6e93865733bfc8ad584c5/tumblr_nf20ndn6Di1t8e8poo1_500.gif;a person is singing into a microphone.;he's so cute.
https://38.media.tumblr.com/7c2d417ccf0e3c504976bd41d2e51377/tumblr_mrzje9k2Yo1s7yshbo1_500.gif;a blonde woman touching her hear and turns her head.; a beautiful girl in a black dress with a smile and a hat, holding
https://38.media.tumblr.com/7bdbee7ec8cad3065c2cdb5aeb49d2e1/tumblr_npy2leX39V1ta8i2ho1_500.gif;a young girl laughs and plays with her hair.; i love the way she smiles in this film.
https://38.media.tumblr.com/7d1a4a460123a29a3e8880a8c634ab00/tumblr_n9n5hrb1Pp1rraqsio1_400.gif;a large stingray swimming in the ocean surrounded by fish.; a whale shark swims by the boat in the ocean.
https://38.media.tumblr.com/7b9e04487b091462c9105d8da7c235e9/tumblr_npslr57G4K1tg3mpeo1_500.gif;two animals sharing his food and they are kind of scare; raccoon in a cage - the animal is trying to escape from the cage
https://38.media.tumblr.com/7b85d4f2638c0b8a8c95f9a31bc9222b/tumblr_nqm97pqIYm1rjplm6o1_500.gif;a boy is running with his hands up.; the best way to get a person to do a dance is to make them
https://38.media.tumblr.com/63379b90ebff790e5601eb6809a914ff/tumblr_n1mmygeXGL1sbkd8lo1_400.gif;the boy with the blond hair is showing how to dance;the most popular movie of the year, the movie with the most popular character
https://38.media.tumblr.com/633f21181b2d1bf0b95b878e368c46b2/tumblr_nnxbdgEbsj1uv0s0zo1_500.gif;a pretty young girl twirls around happily as smoke or dust blows around her.; a sexy woman in a black dress with a black dress and a black leather
https://38.media.tumblr.com/62add17d5b8135f01b2aa634665bb3cc/tumblr_noa0yfMaEq1tk2miko1_400.gif;one boy is shooting the air with his hands.; a man in a hoodie is walking on the street and he is listening
https://38.media.tumblr.com/62092b665edd87447a9d09badd1e100c/tumblr_nq7gjh0gXr1uv0y2ro1_250.gif;a baby kitten is stretching his legs high up.; a cat sleeping on a keyboard - the most adorable cat in the world -
https://38.media.tumblr.com/622f06064e37d80126904720b91edbb8/tumblr_nqqh0mCe5t1uyk71zo1_500.gif;two friends stare at each other and the other one looks away; a man and his girlfriend are having a conversation in the kitchen and he is
https://38.media.tumblr.com/63097e612a1e35a0f8d83c7e953cf87a/tumblr_nppkgaOagB1t0j0mdo1_500.gif;a handsome man in a black shirt is nodding his head in a pink and brick room with a bare tree.;person is a very handsome man.
https://38.media.tumblr.com/626d87b95bd4715c32bde97ee23a93ed/tumblr_nnumguRVCH1txixhxo1_250.gif;the moon slowly turns and goes from light to dark.;a time lapse of the moon passing in front of the moon.
https://38.media.tumblr.com/62a020d014a88b3f9ca518122456b696/tumblr_nof93vvIa11qhaz3xo1_500.gif;a woman plays peek-a-boo in the mirror with herself; a woman in a black and white portrait of a woman looking at the camera
